StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX,
      107,      00,   197905,   1.88,   57.3,   4.96,   4.96,   4.28,   4.96,     11,    240,   1.61,    .55,    .96,   1.61,   1.79,   1.13,   1.38,   43.5,     71,
      102,      00,   197905,    3.1,   52.7,   3.37,   3.37,    .28,   3.37,     17,    335,   -.31,   -.35,    .57,    .77,    .63,   1.16,   1.65,     41,   64.4,
      104,      00,   197905,   5.32,     69,   2.67,   2.67,   2.12,   2.67,    185,     40,   1.13,      2,   1.21,   1.79,    .62,    .41,    .73,     58,     80,
      104,      00,   197906,   3.86,   73.7,   2.29,   2.29,   -.31,    2.1,    286,      7,   -.82,    .23,   1.19,   1.57,    .84,    .29,    .74,   62.6,   84.8,
      107,      00,   197906,   1.15,   66.7,   5.89,   5.89,   4.32,   5.89,     56,     84,    .69,    1.5,    .72,   1.31,   2.04,   1.21,   1.48,     51,   82.4,
      102,      00,   197906,   4.28,   64.3,   3.24,   3.24,    .66,   3.24,     91,     78,    .21,   -.12,   -.16,     .7,    .21,   1.29,    1.8,   52.2,   76.3,
      101,      00,   197906,   2.24,   63.2,   1.21,   1.21,  -2.43,    .07,     61,     57,  -1.81,   -.16,     .1,   1.55,    .81,     .3,   1.29,   51.3,   75.1,
      108,      00,   197906,    .85,   58.3,  -2.12,  -2.12,  -1.72,  -2.12,     19,    174,  -1.22,  -1.07,   -.65,   -.74,  -1.66,  -1.04,     .1,   43.6,     73,
      109,      00,   197906,    .13,   67.6,    .17,    .64,   -.87,   -.42,    134,     41,   -.99,   -.62,    -.8,    .36,    -.2,   -.01,   1.23,   51.4,   83.9,
      106,      00,   197906,   3.59,   76.1,   2.73,   2.73,    .72,   2.73,    378,      1,    .06,    .55,   1.02,   1.61,   1.05,    .83,    .24,   64.6,   87.7,
      105,      00,   197906,   2.27,   62.1,   2.28,   2.28,   -.97,   1.68,    108,    124,   -.75,  -1.14,  -1.02,   -.75,   -.85,   -.13,   1.09,     48,   76.3,
      103,      00,   197906,   3.86,   70.6,    1.7,    1.7,   -.12,   1.57,    174,     24,    -.3,   -.21,    .45,    .68,   1.13,    .99,   1.01,   59.1,   82.2,
      108,      00,   197907,    .61,   65.4,  -2.42,  -2.42,  -1.55,  -2.42,     81,     60,    .04,  -1.08,  -1.07,   -.07,  -1.25,  -1.15,    .06,     50,   80.9,
      102,      00,   197907,   3.62,     69,   3.16,   3.16,    .74,   3.16,    156,     23,    .14,    .21,   -.04,    .49,    .66,    .72,   1.52,   57.5,   80.5,
      104,      00,   197907,    6.1,   77.8,   2.33,   2.33,    .84,   2.33,    406,      0,    .37,   -.32,    .31,   1.01,   1.34,    .41,      1,   68.1,   87.5,
      105,      00,   197907,   2.28,   68.4,    2.5,    2.5,   1.38,   2.39,    194,     43,     .5,   -.33,   -.75,   -.53,   -.21,   -.33,   1.08,   54.7,   82.2,
      101,      00,   197907,   3.48,   69.2,    .74,    .74,  -1.04,   -.84,    211,      4,    -.5,  -1.48,   -.41,   -.18,    .77,    .37,   1.35,   58.2,   80.1,
      109,      00,   197907,    .61,   73.4,    .16,    .58,    .01,   -.42,    229,      6,   1.41,    .05,   -.12,    .28,    .05,    .09,   1.29,   57.8,   89.1,
      103,      00,   197907,   5.94,   73.4,   2.68,   2.68,   3.48,   2.68,    241,      7,   1.69,    .83,    .55,    .86,   1.79,   1.26,   1.46,   63.5,   83.3,
      106,      00,   197907,   4.99,   80.7,   3.67,   3.67,   3.64,   3.67,    509,      0,   1.74,   1.05,   1.28,    1.7,   1.91,   1.45,    .61,   69.9,   91.6,
      107,      00,   197907,   1.35,   73.1,   5.75,   5.75,    1.4,   5.75,    125,     13,   -.99,   -.37,    .67,    .38,   1.94,    1.4,   1.27,   57.5,   88.7,
      104,      00,   197908,   4.48,   77.9,   1.88,   1.88,   -.64,   1.53,    409,      0,   -.53,   -.21,   -.59,    .47,   1.19,    .32,    .82,     67,   88.8,
      107,      00,   197908,   2.09,   69.3,   5.62,   5.62,    1.4,   5.62,     73,     36,    .17,   -.52,   -.19,    .58,   1.42,   1.66,    1.2,   54.8,   83.8,
      103,      00,   197908,   5.04,   72.9,   3.45,   3.45,   3.13,   3.45,    227,     13,   1.43,   2.33,   1.53,    1.4,   2.23,   1.43,   1.31,   62.6,   83.1,
      109,      00,   197908,    .75,   70.5,    .56,    .94,   1.25,    .26,    189,     11,   1.24,   1.53,    .68,     .2,     .2,    .21,   1.26,   56.2,   84.8,
      101,      00,   197908,   5.07,   66.3,   1.32,   1.32,   1.97,    .57,    170,     18,   1.13,    .44,   -.52,    .18,    1.5,    .57,   1.39,   56.5,   76.1,
      106,      00,   197908,   3.04,   78.8,   3.94,   3.94,   1.95,   3.94,    469,      1,    .23,   1.31,    .94,   1.76,   1.81,    1.4,     .5,   67.1,   90.4,
      105,      00,   197908,   1.85,     66,   2.55,   2.55,     .9,   2.55,    149,     63,    .28,    .45,   -.21,    -.5,   -.29,   -.31,    .84,   52.5,   79.4,
      102,      00,   197908,   4.67,   65.7,   3.68,   3.68,   2.54,   3.68,    107,     60,   1.11,    .82,    .76,     .9,   1.04,    .94,   1.36,   55.3,   76.1,
      108,      00,   197908,   1.53,     64,  -1.89,  -1.89,    .85,  -1.45,     60,     77,   1.24,    .94,   -.08,   -.66,   -.84,  -1.17,    .01,   50.3,   77.6,
      104,      00,   197909,    9.1,   72.8,   3.66,   3.66,   5.91,   3.66,    273,     14,   2.37,   1.88,   1.66,   1.85,   2.16,   1.44,   1.25,   64.3,   81.2,
      108,      00,   197909,   1.01,   59.9,  -2.09,  -2.09,  -1.19,  -2.09,     31,    127,   -.41,    .48,    .39,    -.4,   -.61,  -1.55,   -.26,   44.8,   74.9,
      103,      00,   197909,   3.73,   65.9,   3.57,   3.57,   1.42,   3.57,     87,     77,     .3,   1.02,   1.69,   1.47,   1.56,   1.92,    1.1,     54,   77.9,
      102,      00,   197909,   1.22,   60.2,   2.35,   2.35,  -2.85,   1.17,     33,    141,  -2.02,   -.53,   -.35,   -.44,    .24,   -.06,    .74,   47.8,   72.7,
      101,      00,   197909,    5.2,   59.1,   1.97,   1.97,   2.36,   1.97,     41,    111,    1.1,   1.46,   1.06,    .74,   1.92,    1.1,   1.28,   47.7,   70.5,
      107,      00,   197909,     .5,   66.5,   4.16,   4.16,  -2.64,   3.13,     49,     83,  -1.49,   -.98,  -1.33,   -.49,    .44,   1.46,   1.09,   50.5,   82.5,
      106,      00,   197909,   3.03,   72.8,   3.59,   3.59,    .18,   3.59,    277,     10,   -.08,   -.01,    .89,    1.3,   1.79,   1.26,    .43,   59.8,   85.8,
      105,      00,   197909,    .59,   60.7,   -.93,   1.35,   -2.8,    .09,     75,    154,  -1.71,   -.97,   -.46,  -1.08,   -.88,   -.95,    .29,   44.4,   77.1,
      109,      00,   197909,     .2,   69.4,    .13,    .13,  -1.12,   -.37,    222,      8,   -.68,    .35,    .76,   -.32,    .47,   -.08,   1.19,   53.2,   85.6,
      105,      00,   197910,   1.32,   46.9,   -.81,   1.24,    .08,    .02,      2,    519,    .19,  -1.01,   -.71,  -1.01,   -.82,   -.55,    .29,   33.3,   60.6,
      107,      00,   197910,    .78,   55.8,    3.3,    3.3,  -1.29,   1.77,      8,    267,   -.41,  -1.47,  -1.04,    -.4,   -.36,   1.31,   1.04,   39.6,     72,
      104,      00,   197910,      2,   62.6,   3.08,   3.08,    -.6,   2.78,    119,    143,   -.82,   1.63,   1.14,    .98,   1.42,   1.65,    .98,   49.7,   75.4,
      102,      00,   197910,   3.55,   45.7,   2.95,   2.95,   2.53,   2.71,      1,    529,    1.2,   -.55,    .18,    .02,    .44,    .61,    .91,   35.7,   55.7,
      108,      00,   197910,   3.65,   49.3,    .35,  -1.52,   1.06,   -.97,      0,    365,    .96,    .53,    .95,    .06,    .38,   -.85,    .04,   38.2,   60.5,
      106,      00,   197910,   2.15,   65.8,   2.98,   2.98,   -.74,   2.63,    149,     60,   -.25,   -.27,   -.23,    .63,   1.21,   1.51,    .43,   50.7,   80.9,
      101,      00,   197910,   4.32,   48.2,   2.55,   2.55,   2.35,   2.55,      0,    432,    .64,   1.14,    1.4,    .77,     .8,   1.33,   1.14,   39.6,   56.8,
      103,      00,   197910,   2.64,     55,   3.59,   3.59,   1.17,   3.59,      8,    357,   -.13,   -.02,    .63,    .83,   1.15,   1.93,    .99,   43.1,   66.8,
      109,      00,   197910,   1.77,   58.3,    .54,    .54,   1.28,    .54,     33,    139,   1.06,    .63,    .97,    .63,    .53,    .24,   1.36,   45.4,   71.2,
      102,      00,   197911,   1.97,   31.7,   3.16,   3.16,   1.53,   3.16,      0,    885,    .29,   1.08,   -.35,    .23,    .46,     .6,    .73,     24,   39.3,
      101,      00,   197911,   3.77,   41.9,      0,   2.29,    .01,   2.23,      0,    583,    .25,     .6,   1.09,    .48,    .83,   1.79,   1.05,   33.3,   50.5,
      108,      00,   197911,   2.78,   32.2,   -.41,  -1.78,  -1.23,  -1.72,      0,    743,   -.83,   -.27,   -.43,   -.46,   -.74,   -.91,    -.4,   23.9,   40.5,
      109,      00,   197911,   1.78,   43.2,    .45,    .45,    -.1,    .45,      0,    411,    .11,    .58,     .4,    .56,     .3,    .23,   1.41,   31.7,   54.8,
      105,      00,   197911,    .72,   27.2,   -.93,     .9,   -.62,   -.53,      0,   1072,   -.53,   -.24,  -1.14,    -.9,   -.94,   -.77,     .1,   16.8,   37.6,
      104,      00,   197911,   4.39,   55.7,   3.49,   3.49,    2.2,   3.49,     59,    272,   1.06,    .27,   1.69,   1.02,   1.45,   1.94,    .93,   43.7,   67.7,
      103,      00,   197911,   4.42,   43.1,   4.22,   4.22,   3.01,   4.22,      0,    683,      1,    .57,    .51,   1.26,    1.3,      2,   1.03,     33,   53.2,
      106,      00,   197911,    2.4,   48.5,   2.78,   2.78,    .33,    2.5,      9,    411,     .1,   -.22,   -.26,    .32,   1.07,    1.3,    .26,   35.8,   61.1,
      107,      00,   197911,    .86,   36.1,   3.21,   3.21,    .75,   1.94,      0,    655,    .14,   -.34,  -1.22,   -.96,   -.23,    .69,   1.09,   23.1,     49,
      103,      00,   197912,   2.48,   35.7,   -.08,   3.71,   -.24,   3.56,      0,    942,   -.52,    .38,    .16,   1.17,   1.14,   1.32,   1.01,   26.1,   45.4,
      108,      00,   197912,   4.77,   33.2,   -.46,  -1.68,   -.26,  -1.68,      0,    745,    .13,   -.51,   -.12,   -.01,   -.27,   -.46,   -.82,   26.1,   40.3,
      106,      00,   197912,   2.28,   44.7,   2.44,   2.44,   -.15,   2.05,      4,    543,   -.09,   -.09,   -.32,    .28,    .76,   1.31,    .46,   32.2,   57.1,
      107,      00,   197912,    .73,   34.5,   2.62,   2.62,   -.78,   1.08,      0,    686,   -.44,   -.29,   -.61,  -1.24,    -.7,    .09,   1.03,   20.8,   48.1,
      109,      00,   197912,   2.05,   41.1,    .02,    .02,  -1.16,   -.42,      0,    485,    -.2,   -.21,    .13,    .32,   -.06,    .41,   1.09,   29.2,   52.9,
      105,      00,   197912,    .53,   27.5,  -1.27,  -1.27,  -1.29,  -1.27,      0,   1127,  -1.05,  -1.06,   -.67,   -.77,  -1.17,  -1.01,   -.13,   15.6,   39.4,
      101,      00,   197912,    2.2,   29.7,    -.6,   1.46,  -1.79,    .57,      0,    951,  -1.03,   -.47,    .04,    .63,    .55,   1.38,    .68,   21.5,   37.9,
      102,      00,   197912,    .82,     25,   2.78,   2.78,   -.16,   2.65,      0,   1129,   -.97,   -.25,    .65,    .05,   -.14,    .45,    .54,   16.2,   33.7,
      104,      00,   197912,   2.16,   46.9,   2.65,   2.65,  -1.45,   2.02,     29,    510,  -1.26,    .01,   -.44,    .89,   1.27,   1.63,    .89,   35.4,   58.5,
      103,      00,   198001,   1.89,   30.7,   -.44,   2.96,   -1.1,   2.33,      0,   1126,   -.81,   -.98,   -.19,    .22,    .48,    .78,     .7,   23.1,   38.2,
      104,      00,   198001,   4.62,   46.1,   2.71,   2.71,   1.01,   2.43,     29,    559,    .63,   -.33,    .29,    .92,    .93,   1.35,    .56,   36.7,   55.4,
      106,      00,   198001,   2.36,   42.8,   2.28,   2.28,    .28,   1.94,     14,    578,    .23,   -.01,   -.04,   -.24,    .47,   1.04,    .46,   32.6,     53,
      101,      00,   198001,    1.4,     23,   -1.4,   -1.4,  -2.59,   -1.4,      0,   1154,  -2.13,  -2.05,   -1.4,    .32,    .01,    .12,   -.07,   14.8,   31.2,
      105,      00,   198001,   1.17,   14.6,   -.98,   -.98,    .47,   -.61,      0,   1488,   1.04,    .05,   -.31,   -.83,  -1.04,   -.86,   -.02,    4.1,   25.1,
      108,      00,   198001,   4.99,   25.5,    -.2,   -1.3,    .63,   -.91,      0,    993,    .37,     .3,   -.27,    .14,   -.17,    .04,   -.69,   18.1,     33,
      107,      00,   198001,   2.25,   34.2,   3.58,   3.58,    3.7,   3.22,      0,    734,   1.89,    1.2,   1.03,   -.04,    .23,    .21,   1.14,     24,   44.4,
      102,      00,   198001,    1.4,   14.8,   2.85,   2.85,   1.08,   2.85,      0,   1412,    .68,   -.24,   -.02,     .1,   -.01,    .38,    .59,    6.3,   23.4,
      109,      00,   198001,   5.01,   40.8,    .84,    .84,   2.47,    .84,      0,    491,   1.16,    .72,    .59,    .82,    .74,    .74,   1.09,   32.3,   49.4,
      101,      00,   198002,      1,     20,  -2.36,  -2.36,  -3.32,  -2.36,      0,   1122,  -2.88,  -3.09,  -3.09,   -.71,   -.88,   -.34,    -.1,   10.4,   29.6,
      106,      00,   198002,   1.35,   42.6,   1.83,   1.83,   -.65,    1.2,      4,    543,  -1.01,    -.5,   -.51,   -.55,      0,    .74,    .38,   30.6,   54.6,
      102,      00,   198002,    .67,   14.8,    -.2,   2.35,   -.61,   2.04,      0,   1296,   -.89,   -.13,   -.72,    -.6,      0,    .26,    .64,    5.2,   24.3,
      109,      00,   198002,   5.18,   44.7,   2.07,   2.07,   3.94,   2.07,      1,    380,   1.44,   1.61,   1.31,   1.31,   1.35,   1.17,   1.16,   35.2,   54.3,
      104,      00,   198002,   1.96,   42.6,   1.69,   1.69,  -2.24,    .48,     11,    585,  -1.45,    -.6,   -1.1,    .62,    .17,    .77,    .55,   30.8,   54.3,
      103,      00,   198002,   1.48,   26.6,   -.95,    2.1,  -1.67,     .8,      0,   1121,   -1.3,  -1.61,  -1.67,   -.58,     .2,    .47,    .79,   17.3,   35.9,
      108,      00,   198002,   3.76,   34.5,   -.15,  -1.13,     .1,   -.63,      0,    671,    .26,    .35,     .3,   -.01,   -.02,   -.28,   -.57,   27.6,   41.3,
      107,      00,   198002,    2.2,   37.9,   4.49,   4.49,   3.84,   4.49,      0,    581,    2.1,   2.43,   1.87,    .68,    .44,    .78,   1.34,   25.8,   50.1,
      105,      00,   198002,    .78,   21.7,     -1,     -1,   -.35,   -.75,      0,   1221,      0,    .74,   -.02,  -1.03,   -.85,    -.9,    -.1,   11.5,   31.8,
      105,      00,   198003,   1.29,   28.1,   -.91,   -.91,   -.04,    -.6,      0,   1099,    .43,    .34,    .85,   -.07,   -.43,   -.95,    .11,   17.2,   39.1,
      107,      00,   198003,   1.49,   39.5,   4.74,   4.74,   2.13,   4.74,      0,    597,     .8,   1.81,   2.22,   1.31,    .51,    .69,   1.28,   26.9,   52.1,
      101,      00,   198003,   4.98,     31,  -1.13,  -1.13,   2.96,    .23,      0,    921,   1.41,   -.04,  -1.23,   -.69,    .02,    .08,    .15,   21.4,   40.6,
      106,      00,   198003,   4.12,   50.9,   2.52,   2.52,   2.62,   2.52,     28,    360,   1.48,    .42,     .4,   -.05,    .38,    .83,    .75,   38.2,   63.5,
      108,      00,   198003,   3.12,   35.9,   -.24,  -1.12,   -.31,   -.71,      0,    696,   -.04,    .16,    .24,    .06,    .14,   -.06,   -.41,   27.4,   44.4,
      109,      00,   198003,   2.16,   43.1,   1.98,   1.98,    .39,   1.98,      1,    487,     .1,   1.07,   1.35,   1.19,   1.25,   1.03,    .85,   32.3,   53.8,
      103,      00,   198003,      5,   38.5,   -.11,   2.62,   2.22,   2.12,      0,    875,    .92,    .07,   -.48,   -.29,    .64,    .75,    .94,   28.7,   48.3,
      102,      00,   198003,   1.01,   25.6,    -.6,    1.7,  -1.24,    .81,      0,   1120,  -1.11,  -1.42,   -.93,    .01,    -.3,   -.38,     .7,   15.3,   35.9,
      104,      00,   198003,   8.84,   52.6,    3.3,    3.3,   5.35,    3.3,     54,    378,   2.59,   1.02,    1.1,    .47,   1.27,   1.54,   1.19,   41.5,   63.7,
      102,      00,   198004,   1.67,   45.6,  -1.25,    .81,  -2.14,   -.94,      0,    563,  -1.14,  -1.52,  -1.72,   -1.2,   -.71,   -.63,    .32,   33.7,   57.6,
      108,      00,   198004,   2.38,   45.7,   -.33,  -1.13,   -.37,   -.82,      0,    439,      0,   -.06,    .14,    -.2,    .15,   -.13,   -.69,   33.8,   57.7,
      109,      00,   198004,   1.31,   51.7,   1.74,   1.74,   -.11,   1.63,     10,    304,    .17,     .1,    .99,      1,   1.13,   1.08,    .58,   38.8,   64.7,
      101,      00,   198004,   4.39,   45.4,   -.59,   -.59,   1.29,   1.27,      0,    485,    .89,    1.5,    .45,   -.65,    .43,    .13,    .39,   34.9,   55.9,
      106,      00,   198004,   3.24,     60,    2.5,    2.5,    .71,    2.5,     54,    137,    .22,    .97,     .4,    .16,   -.05,    .56,   1.01,   46.3,   73.6,
      105,      00,   198004,    .92,     46,  -1.85,  -1.85,  -3.12,  -1.85,      1,    531,  -1.53,  -1.17,  -1.16,  -1.13,  -1.39,  -1.39,    -.3,   31.8,   60.2,
      104,      00,   198004,   4.63,   61.6,   3.37,   3.37,   1.23,   3.37,     71,    138,    .76,   2.31,   1.13,    .91,    1.3,   1.33,   1.31,   49.1,     74,
      107,      00,   198004,   1.16,   48.1,   4.65,   4.65,    1.2,   4.65,      2,    402,    .46,    .72,   1.58,   1.52,    .79,     .9,   1.36,   33.5,   62.7,
      103,      00,   198004,   2.97,   51.6,   -.41,   2.04,   -.94,   1.16,      1,    450,   -.73,    .21,   -.33,   -.48,   -.04,    .21,     .8,     40,   63.1,
      106,      00,   198005,   5.16,   69.9,   2.83,   2.83,   1.77,   2.83,    241,     19,   1.05,    .83,   1.28,    .61,    .18,     .6,   1.03,   58.4,   81.4,
      108,      00,   198005,   3.09,   50.4,    .58,    .58,   1.75,    .58,      2,    354,   1.02,    .76,    .44,    .45,    .15,    .14,   -.57,   39.7,   61.1,
      101,      00,   198005,   2.12,   56.5,  -1.39,  -1.39,   -2.6,   -.62,     27,    189,   -1.4,    -.3,    .51,  -1.47,   -.31,   -.54,    .11,     44,     69,
      107,      00,   198005,   1.64,   55.7,   5.41,   5.41,   3.72,   5.41,      8,    255,   1.18,    .92,   1.07,   1.77,    .97,    .79,   1.34,     42,   69.3,
      103,      00,   198005,   3.34,   63.2,   -.78,   1.42,  -1.24,     .1,     72,    152,   -.66,   -.97,   -.26,  -1.14,   -.63,    .02,    .55,   51.1,   75.3,
      105,      00,   198005,   2.46,   55.3,  -2.13,  -2.13,   -1.4,  -2.13,     40,    285,   -.12,   -.96,   -.79,   -.78,  -1.45,  -1.22,   -.84,   41.5,   69.1,
      104,      00,   198005,   4.77,   69.6,   3.43,   3.43,   1.22,   3.43,    200,     35,    .75,    .99,   2.15,    .79,   1.53,   1.22,    1.2,   58.1,   81.1,
      102,      00,   198005,   2.21,   58.5,  -2.04,  -2.04,  -2.75,  -2.04,     38,    229,  -1.24,  -1.55,  -1.76,  -1.87,  -1.54,    -.9,    .06,   44.7,   72.3,
      109,      00,   198005,   1.48,   55.7,   2.24,   2.24,   2.03,   2.24,     17,    255,   1.02,    .62,    .37,   1.15,   1.16,   1.21,    .78,   43.7,   67.8,
      107,      00,   198006,    .31,   69.3,   5.75,   5.75,   2.68,   5.75,     87,     61,  -1.87,    .03,    .17,   1.77,   1.09,    .45,   1.16,   51.9,   86.7,
      103,      00,   198006,   3.74,   70.6,   -.81,   1.16,   -.32,   -.22,    162,     36,   -.41,   -.75,   -.97,  -1.03,   -.83,   -.04,    .62,   58.5,   82.8,
      108,      00,   198006,   2.16,   54.6,    .93,    .93,   1.23,    .93,      5,    247,    .68,   1.15,     .9,    .65,    .35,    .42,   -.41,     43,   66.2,
      109,      00,   198006,    .44,   63.9,   2.51,   2.51,   1.49,   2.51,     78,     92,    .13,    .85,    .54,   1.35,   1.19,   1.25,    .83,   49.3,   78.6,
      102,      00,   198006,   4.17,   64.3,  -1.75,  -1.75,    .22,  -1.59,     75,     96,    .11,   -.77,  -1.09,  -1.29,   -.82,   -.92,    .16,   52.1,   76.4,
      101,      00,   198006,   3.69,   61.6,   -1.2,   -1.2,    .14,   -.36,     58,     70,   -.09,  -1.08,   -.36,  -1.07,   -.77,   -.22,    .09,   49.5,   73.7,
      105,      00,   198006,   2.44,   63.4,  -2.57,  -2.57,  -1.98,  -2.57,    141,    113,   -.54,   -.53,  -1.06,   -.75,   -.95,  -1.06,   -.75,   49.4,   77.3,
      104,      00,   198006,   3.49,   75.7,   -.43,   2.65,  -1.29,   2.07,    331,      3,  -1.16,   -.25,    .23,    .86,    .43,   1.17,   1.04,     64,   87.3,
      106,      00,   198006,   2.01,   80.8,   -.75,   1.78,  -2.26,    .78,    500,      0,  -1.28,    -.2,   -.09,    .18,   -.14,    .23,    .81,   68.5,   93.1,
      102,      00,   198007,   2.92,   71.3,  -2.01,  -2.01,   -1.3,  -2.01,    218,     12,   -.62,   -.35,  -1.01,  -1.59,  -1.46,   -1.1,   -.25,     59,   83.6,
      105,      00,   198007,   1.25,   70.4,  -3.45,  -3.45,  -3.44,  -3.45,    279,     36,  -1.27,  -1.14,   -.97,  -1.31,  -1.34,   -1.5,  -1.16,     55,   85.8,
      108,      00,   198007,     .7,   64.4,   1.38,   1.38,   1.64,   1.38,     60,     82,    .26,    .59,   1.08,    .62,    .12,    .43,   -.49,     50,   78.9,
      101,      00,   198007,   4.19,   69.5,   -.97,   -.97,    .31,   -.03,    254,      4,    .25,    .04,   -.74,   -.34,  -1.01,   -.02,    .24,   58.3,   80.7,
      107,      00,   198007,   1.08,   75.3,   -.36,    4.8,  -1.08,   4.34,    162,      8,  -1.54,  -2.48,  -1.06,    .67,    .98,    .34,   1.17,   59.7,   90.8,
      106,      00,   198007,   1.26,   85.8,  -2.07,  -2.07,  -4.19,  -2.07,    657,      0,  -2.21,  -2.15,  -1.07,    -.5,   -.41,   -.52,    .68,   72.1,   99.6,
      109,      00,   198007,    .44,   74.2,   2.94,   2.94,   2.08,   2.94,    261,      3,    .71,    .38,    .98,   1.14,   1.09,   1.21,    .87,   59.1,   89.2,
      103,      00,   198007,   3.87,   78.9,   -.99,    .78,   -.79,   -.78,    383,      1,   -.13,   -.42,    -.7,   -.77,   -.79,   -.45,    .47,   66.7,   91.1,
      104,      00,   198007,   4.07,   80.8,  -1.32,   1.44,  -2.79,   -.27,    488,      0,  -1.49,  -1.81,   -.91,    .24,    .33,    .78,    .85,   69.3,   92.3,
      103,      00,   198008,   4.54,   77.7,   -.72,    .86,    .49,   -.47,    354,      2,    .97,    .57,    .05,   -.27,   -.94,   -.56,    .52,   66.1,   89.2,
      102,      00,   198008,   6.23,   68.5,    1.4,    1.4,   4.21,    1.4,    175,     27,   2.44,   1.33,   1.17,   -.35,   -.56,   -.68,    .22,   57.9,   79.1,
      101,      00,   198008,   2.98,   69.7,   -1.6,   -1.6,  -2.18,  -1.27,    257,      5,   -.84,    -.5,   -.48,   -.04,  -1.41,   -.48,     .1,     59,   80.4,
      106,      00,   198008,   2.16,     83,  -2.79,  -2.79,  -2.78,  -2.79,    589,      0,   -.81,  -1.87,  -2.02,   -.53,   -.64,   -.69,    .54,   70.4,   95.6,
      105,      00,   198008,    2.7,   64.7,  -2.56,  -2.56,   1.59,  -1.87,    176,     85,   1.62,    .26,   -.22,   -.67,   -.68,  -1.07,    -.9,     51,   78.4,
      107,      00,   198008,   1.59,   71.3,    -.7,   3.92,  -1.15,      3,     97,     27,   -.69,  -1.48,  -2.01,   -.53,    .83,    .15,   1.22,   56.7,   85.8,
      104,      00,   198008,   2.94,   80.2,  -2.57,  -2.57,  -4.15,  -2.57,    475,      0,  -2.08,  -2.11,  -2.54,    .18,   -.44,    .54,    .54,   68.4,   92.1,
      108,      00,   198008,    .67,   60.6,   1.35,   1.35,    .34,   1.35,     29,    125,    .04,      0,    .41,     .5,    .52,    .22,   -.66,   46.1,   75.2,
      109,      00,   198008,    .11,   71.4,   -.16,   2.48,   -.48,   2.22,    213,      7,  -1.11,   -.24,   -.23,    .28,    1.1,    1.1,    .87,   55.9,   86.8,
      109,      00,   198009,    .59,   65.9,      0,   2.36,    .42,   2.21,    118,     38,    .57,   -.16,    .09,    .48,   1.32,   1.16,    .73,     51,   80.8,
      106,      00,   198009,   4.38,   76.8,  -2.25,  -2.25,    .75,  -1.87,    422,      3,   1.04,     .3,   -.81,   -.59,   -.27,   -.42,    .64,   64.9,   88.7,
      102,      00,   198009,   4.33,   58.6,   1.95,   1.95,   2.06,   1.95,     28,    167,    .87,   2.02,   1.42,    .37,    .05,    .33,    .21,   47.5,   69.7,
      105,      00,   198009,   1.19,   57.6,  -2.74,  -2.74,  -1.33,  -2.52,     58,    204,   -.47,    .72,   -.06,   -.87,   -.65,   -.84,  -1.17,   43.4,   71.9,
      101,      00,   198009,   3.17,   60.5,  -1.88,  -1.88,  -1.34,  -1.88,     79,     73,    -.3,   -.84,   -.63,   -.71,  -1.23,   -.94,     .2,     49,   72.1,
      104,      00,   198009,   4.53,   76.6,   -2.8,   -2.8,  -1.49,   -2.8,    354,      3,    .19,  -1.19,  -1.82,   -.95,   -.11,    -.3,    .81,   65.4,   87.7,
      103,      00,   198009,    3.2,   69.3,   -.92,   -.92,   -.81,   -.92,    138,     49,   -.14,    .46,    .27,   -.66,   -.84,   -.68,    .74,   57.4,   81.3,
      108,      00,   198009,   2.07,     57,   1.68,   1.68,   1.38,   1.68,     14,    186,    .93,    .67,    .65,   1.01,    .79,    .46,    -.8,     44,     70,
      107,      00,   198009,   1.69,   64.8,   -.34,   3.81,    .88,   3.17,     39,    104,    .54,   -.03,   -.85,   -.57,   1.14,    .64,   1.39,   49.9,   79.6,
      101,      00,   198010,   3.76,   45.8,  -1.64,  -1.64,    .14,  -1.51,      0,    470,     .3,   -.09,   -.46,    -.9,   -.61,  -1.14,    .22,   36.2,   55.5,
      109,      00,   198010,    .46,   57.4,   -.51,   1.62,  -1.51,    .79,     42,    123,   -.83,   -.56,   -.87,   -.06,    .86,    .93,    .72,   42.6,   72.1,
      102,      00,   198010,   1.82,   43.4,   2.02,   2.02,    .82,   2.02,      0,    617,   -.52,    .33,   1.54,    .48,   -.23,   -.25,     .3,   33.3,   53.4,
      103,      00,   198010,   2.55,   52.4,   -.94,   -.94,   -.36,   -.94,      4,    436,    -.2,   -.35,    .11,   -.52,   -.67,   -.71,    .83,   39.7,   65.1,
      104,      00,   198010,   3.39,   61.4,  -2.52,  -2.52,   -.02,  -2.46,    115,    164,    .26,    .21,   -.85,  -1.25,   -.23,   -.06,   1.07,   49.5,   73.3,
      106,      00,   198010,   2.12,   61.4,  -2.19,  -2.19,   -.53,  -1.98,     77,    120,   -.28,    .38,   -.03,    -.8,   -.45,    -.4,     .8,   47.3,   75.5,
      107,      00,   198010,     .7,   51.9,   -.61,   3.11,   -.92,   2.11,      4,    337,   -.56,   -.06,   -.44,   -.95,    .21,    .65,   1.23,   36.6,   67.2,
